date,usdkrw,usdt_bithumb_krw,btc_binance_usdt,btc_bithumb_krw,eth_binance_usdt,eth_bithumb_krw,bnb_binance_usdt,bnb_bithumb_krw,xvs_binance_usdt,xvs_bithumb_krw,btc_okx_usdt,eth_okx_usdt,bnb_okx_usdt,btc_bybit_usdt,eth_bybit_usdt,bnb_bybit_usdt
2022-10-19,1393.4400,1406.3123,31342.1202,44052581.6455,1034.3935,1465579.3898,146.8113,207173.8854,7.9330,11108.6687,31384.3055,1035.5486,147.3024,31339.0708,1035.3200,146.5521
2022-10-20,1402.1291,1420.3375,31021.3410,43980384.6627,1037.1499,1488009.4810,147.3424,211046.9146,7.7343,10916.2702,31045.1635,1039.0532,147.0578,31063.7144,1037.4706,147.1119
2022-10-21,1398.2835,1407.8996,31273.8589,44735707.0608,1018.3289,1462759.6938,145.8828,207090.1015,7.4399,10750.3474,31314.5201,1016.9870,145.6862,31326.2178,1018.8084,146.0709
2022-10-22,1394.2408,1410.4737,30558.0802,43235937.0489,1004.2394,1412337.8268,145.0484,204514.8140,7.3703,10335.8879,30545.3986,1002.6341,145.1992,30611.5733,1003.2854,145.0966
2022-10-23,1394.8838,1407.1238,30465.9337,42974928.5319,1017.9857,1448467.1953,148.0337,212045.1537,7.6694,11109.1387,30465.6612,1012.4186,147.8858,30513.2725,1017.4337,147.9443
2022-10-24,1393.6136,1408.1026,30374.9578,42668968.2491,1011.3182,1428680.9503,148.7501,213165.7913,7.7845,11023.3165,30391.0297,1008.9749,148.7118,30454.3920,1012.8275,148.3470
2022-10-25,1386.0689,1395.2530,30290.0778,43273218.6083,1010.8007,1440498.6689,148.6972,209215.2984,7.8622,11226.8921,30314.6273,1009.2427,148.7825,30289.1934,1012.7203,148.0692
2022-10-26,1384.2315,1396.7602,30299.8839,42466957.2263,1010.3534,1415475.2007,149.9119,211071.2601,8.1974,11090.6024,30314.9953,1010.1649,150.0893,30285.2253,1010.3677,149.5557
2022-10-27,1373.8564,1388.7683,30379.6853,42557058.9007,1022.7937,1426779.2919,151.7435,208420.1990,8.3856,11752.7654,30413.0809,1024.0920,151.8707,30422.7641,1023.9369,151.5952
2022-10-28,1377.6338,1390.9170,30405.4899,42174535.5241,998.2427,1391333.9306,151.2347,212355.3710,8.3391,11308.8330,30372.5156,998.4552,151.5791,30409.0583,998.2217,151.2057
2022-10-29,1366.5389,1383.6823,30894.3258,42725273.6850,993.4950,1369851.4695,150.1098,207038.5861,8.3657,11292.9032,30903.2949,994.1235,149.9822,30909.7610,995.1997,149.8424
2022-10-30,1362.0808,1374.9193,30847.5671,43176553.9772,984.2266,1367261.2151,153.8436,216798.5191,8.2458,11323.1667,30803.8434,981.8245,153.6616,30857.6625,989.0842,154.0343
2022-10-31,1351.8636,1363.4308,30609.0479,41966677.9088,976.7912,1337182.6631,155.1306,210202.7338,8.2860,11480.4107,30575.2400,977.3626,154.8482,30579.0141,981.3606,155.0908
2022-11-01,1345.4513,1375.6977,30975.7687,42480244.4939,975.6884,1329247.8998,156.6458,210113.4244,7.8903,10619.3888,30952.3509,975.5511,156.7259,31013.9471,977.9510,156.4145
2022-11-02,1341.1685,1360.2820,30758.3978,42122233.0632,978.0397,1325585.2625,159.5166,215580.5908,7.7790,10518.1373,30775.3565,979.5006,160.0774,30827.9421,981.3332,159.7961
2022-11-03,1334.0484,1349.1880,30444.0875,41477219.1729,970.4943,1314383.7635,156.5333,212062.3123,7.7177,10229.3224,30502.4462,972.3888,156.9289,30487.8918,972.4019,156.8094
2022-11-04,1324.3682,1342.0385,30709.2582,41441843.8459,968.9271,1302152.5671,158.1025,213369.4478,7.6148,10228.0337,30784.3776,967.4812,158.5019,30734.1614,968.7835,157.7372
2022-11-05,1322.5644,1339.8209,30567.0573,41190345.0653,980.7269,1327204.5388,155.9384,213524.9737,7.5617,9887.3572,30571.1663,978.8620,156.1193,30613.6839,979.2899,155.8871
2022-11-06,1316.7896,1334.1345,30868.7879,40690534.1215,974.2132,1277814.2360,156.8524,203121.0659,7.5670,9862.5661,30820.8165,973.5941,157.2894,30921.8696,972.8224,157.1452
2022-11-07,1309.7809,1328.4606,30725.1331,40403374.5754,961.2554,1261045.3209,157.6231,207198.2673,7.6028,9826.0851,30635.4560,960.2618,157.5505,30785.7320,959.3851,158.0735
2022-11-08,1312.5058,1329.5297,30360.9325,38863706.6319,972.8846,1258700.9848,153.0853,198497.1587,7.6005,9601.3073,30279.9665,971.4956,153.0502,30414.6516,970.6653,153.2184
2022-11-09,1300.1548,1312.5758,30728.2258,39293884.5382,1002.4595,1289617.0282,156.6925,202317.5990,7.7351,9945.7120,30578.0409,1002.0726,156.4824,30794.2450,997.6996,156.3609
2022-11-10,1295.9652,1303.5722,30572.2169,39063651.7583,1000.4219,1300018.1203,157.4961,207541.1295,7.8524,10198.8988,30521.4377,999.1761,157.5920,30549.4712,998.6440,157.5612
2022-11-11,1294.4118,1312.5179,30666.4121,38762788.1946,1000.1340,1281411.1100,154.7732,197460.4145,7.6396,9733.1878,30644.3990,1000.0764,154.5263,30629.6717,999.3125,155.1045
2022-11-12,1283.0687,1292.3074,30456.7629,37954143.5291,1014.2248,1247655.3085,157.3868,194218.0274,7.6499,9534.9359,30440.2973,1012.9363,156.9353,30437.9054,1014.5286,157.5355
2022-11-13,1280.2076,1297.6010,30843.9470,38538162.3262,1025.4749,1283077.2469,153.4126,193111.9108,7.5187,9347.5268,30827.1414,1024.6867,153.0207,30832.9621,1024.8413,153.3028
2022-11-14,1284.7825,1295.2414,31040.5403,39356404.9129,1024.6627,1295435.5493,152.7771,189178.5116,7.4893,9455.1291,31014.2305,1023.9572,152.5375,30988.8697,1025.7614,152.4863
2022-11-15,1278.0660,1291.5853,30911.9526,38608242.3813,1011.5973,1273464.0436,154.1567,195494.3350,7.4206,9411.8563,30937.7948,1011.1639,153.9420,30926.2992,1009.6300,154.1726
2022-11-16,1268.6617,1280.9148,30826.3961,38523661.7517,1034.5310,1282292.4318,156.0550,189682.5101,7.0653,8694.4806,30810.9494,1033.0182,156.0049,30840.6606,1032.3396,155.8082
2022-11-17,1261.6354,1277.1975,31057.0544,38651023.8569,1028.2847,1270257.3496,153.2788,190228.1722,6.9616,8413.4572,31007.7576,1025.6741,153.3488,31052.7474,1028.3025,153.3032
2022-11-18,1258.4684,1266.4638,30931.8830,38845163.7692,1029.8229,1285768.8755,156.8975,193456.5776,7.0867,8510.2332,30885.8315,1029.3610,156.7297,30967.4901,1028.9754,156.9516
2022-11-19,1261.7187,1272.0588,31037.2258,39006095.7645,1028.5329,1303024.4554,156.8743,202394.0932,7.1374,9399.5629,30981.5332,1027.7900,156.6169,31015.7253,1026.5251,157.1348
2022-11-20,1262.9035,1269.3618,31425.3659,40170075.8340,1027.2183,1306614.7598,156.6464,198614.9706,6.8281,8819.5561,31376.4053,1025.5744,156.0690,31427.7668,1026.1679,156.9094
2022-11-21,1262.1885,1271.5513,31253.8781,39548094.5538,1027.0199,1312541.0017,159.7101,208196.5692,7.0888,8677.9610,31241.1066,1025.9510,159.5684,31241.0495,1029.3124,159.5185
2022-11-22,1257.4701,1272.1892,30727.8241,38874804.2014,1020.7949,1289637.3779,163.6144,202452.3320,7.0783,8905.1199,30705.3268,1018.9812,163.5169,30831.2396,1022.1706,163.8997
2022-11-23,1264.4652,1276.6012,30895.2588,39324685.5824,1011.9203,1300296.0394,165.2836,211150.0663,7.1916,9191.8532,30913.5112,1013.3267,165.0000,30966.3407,1013.9982,165.7377
2022-11-24,1265.7914,1269.4419,31390.8101,40483171.6898,1005.6403,1297039.0289,162.4422,210269.6543,6.9899,8888.2537,31398.4681,1004.5195,161.9162,31420.5573,1005.7065,162.4262
2022-11-25,1263.0501,1281.7027,31173.5566,40229168.3436,1013.6568,1312642.3321,161.8747,212074.5625,6.9138,8710.6939,31146.0525,1016.4929,161.9267,31220.9140,1015.9116,161.9412
2022-11-26,1259.8855,1271.1611,31455.2476,40794448.0561,1025.8280,1333230.2300,156.8222,205214.0085,6.8482,8698.0352,31500.5866,1027.7658,156.8585,31562.7794,1028.2286,156.6760
2022-11-27,1262.5566,1276.0260,31143.2808,39946312.1645,1038.4931,1341944.1925,157.7429,203141.8843,7.0275,9089.3622,31116.2658,1040.4423,157.5386,31184.2727,1038.4036,157.5769
2022-11-28,1262.7921,1278.7155,30761.8831,39923869.4900,1049.5228,1350141.3759,158.6839,201355.9590,7.1252,8976.0324,30692.7443,1046.6716,158.5620,30825.1110,1049.9340,158.5728
2022-11-29,1261.8441,1277.7571,31251.2950,40565330.4049,1045.9364,1357765.8365,159.9770,210524.4311,6.8917,9103.8443,31171.3922,1044.6083,159.8191,31290.4291,1044.6072,159.8119
2022-11-30,1258.0881,1275.1036,31543.6296,40154501.5054,1063.4477,1367609.2942,162.1191,212071.0469,7.1299,9067.6717,31517.3307,1063.3024,161.6382,31628.5199,1063.6960,161.9518
2022-12-01,1261.5948,1279.8828,31985.7584,40859433.3512,1095.7438,1400132.4755,160.9803,206136.3973,7.3320,9373.3070,31903.8367,1098.3176,160.4500,32115.9772,1098.1843,160.9758
2022-12-02,1263.1978,1281.2979,31833.5747,40678414.2752,1094.6587,1385094.5878,160.2998,200949.5457,7.0502,8839.3959,31797.4487,1098.0538,160.1022,31971.8400,1094.0778,160.2009
2022-12-03,1259.9417,1262.8077,32276.0775,41466627.0272,1077.6096,1355829.1425,162.3694,205470.7600,7.4144,9439.9897,32282.7298,1079.7235,162.0366,32399.7067,1076.6858,162.1118
2022-12-04,1258.8030,1277.1351,32770.8893,42442031.9832,1082.9097,1405684.3516,162.2134,209662.8984,7.4072,9567.4412,32744.2345,1083.2637,162.1072,32854.3555,1083.5435,162.0871
2022-12-05,1261.5457,1279.9965,32948.6701,41928140.4830,1070.9339,1365716.5651,157.8762,196906.6921,7.4309,9628.5065,32914.7964,1070.0199,157.4136,32958.8638,1070.9408,157.6977
2022-12-06,1259.2006,1271.0124,32846.7304,42013748.5033,1056.2409,1354413.3351,154.9786,198673.2912,7.5858,9828.4258,32835.5014,1054.3630,154.8251,32865.0369,1059.0180,154.7266
2022-12-07,1265.9364,1274.7866,32353.4116,41515906.0413,1045.6960,1350238.8009,155.0061,200020.4204,7.4866,9731.4004,32397.9075,1046.8779,155.3244,32315.1578,1046.6516,154.7220
2022-12-08,1263.6434,1273.1009,32252.7817,41522084.2377,1047.9533,1343537.8098,157.2812,204517.8743,7.4368,9263.8458,32231.8329,1050.1407,157.6689,32226.5157,1047.1242,157.1401
2022-12-09,1260.1364,1268.9477,32344.3877,41508028.1569,1072.5974,1377835.3236,157.2725,204905.5431,7.3746,9629.6805,32404.2167,1074.2215,157.6882,32293.6556,1071.6247,157.2216
2022-12-10,1263.4139,1273.0631,32246.9284,41412295.3744,1068.9702,1367257.7223,158.0414,202753.8483,7.4644,9858.8401,32274.8982,1070.4674,158.3391,32173.7474,1067.1178,158.5003
2022-12-11,1257.8504,1275.0618,31995.1714,40682820.8489,1080.4312,1371784.2168,154.9672,196249.1279,7.6607,9430.4304,32081.4268,1081.0615,155.4269,31962.5386,1081.8794,155.2632
2022-12-12,1265.3349,1270.7578,32419.8866,41660356.7079,1063.7609,1385693.9745,158.8010,208519.2955,7.9390,10217.2420,32467.7475,1062.7355,158.8677,32423.1825,1063.0433,158.7403
2022-12-13,1260.0544,1274.1383,32316.3657,41246964.0110,1061.6539,1365309.8011,162.4493,207966.3078,8.1368,10355.9033,32339.0001,1061.4945,162.2282,32327.2009,1061.6005,162.5397
2022-12-14,1268.9322,1286.1432,33070.7791,42783141.3332,1074.3575,1392653.0785,165.4915,214937.1606,8.0677,10248.0191,33080.8436,1069.7434,165.4083,33168.3855,1078.8719,165.6266
2022-12-15,1262.2185,1267.7879,32930.4242,42074017.7259,1075.2876,1360333.4155,169.1736,213152.8794,7.9541,9936.5537,32981.6478,1070.5249,169.5284,32991.4316,1078.3609,169.1815
2022-12-16,1262.6439,1274.5736,33546.2921,42454140.5041,1084.9118,1379840.1983,170.9950,219411.2393,8.1199,10054.8006,33614.3185,1081.6852,171.3890,33591.0914,1086.3261,170.7496
2022-12-17,1260.7838,1270.1764,33267.7525,42933794.5996,1091.8509,1426445.9861,169.7547,219723.2472,7.9064,10572.4300,33302.2349,1087.8656,170.4698,33318.6079,1093.2009,169.2761
2022-12-18,1267.5076,1274.5855,33875.0121,43204366.7103,1071.8770,1367480.9447,167.5166,210492.7095,7.6603,10023.2100,33804.8840,1069.0521,168.1372,33907.6475,1072.8658,167.0681
2022-12-19,1268.3019,1278.1263,33780.4208,43626711.0592,1059.1731,1362094.5610,170.1392,218228.4966,7.6469,9857.3582,33778.8660,1053.5913,170.5312,33792.4628,1061.6129,169.2146
2022-12-20,1262.6083,1276.6814,33690.8341,43337652.2981,1039.5505,1324571.7915,173.5609,225617.9734,7.4899,9370.5333,33688.4144,1038.8822,173.9222,33681.2026,1039.2097,173.4407
2022-12-21,1256.7096,1270.2709,34208.3577,43894545.2069,1050.6533,1356071.4431,176.6300,229770.0164,7.7828,10102.1397,34192.4023,1048.4156,176.9992,34118.3654,1051.0117,176.5739
2022-12-22,1265.4126,1273.6953,34815.3981,44633690.4965,1038.2683,1331247.0724,178.9229,226579.0917,8.1100,10568.8106,34793.8204,1037.9236,179.0349,34812.0827,1038.4965,178.6406
2022-12-23,1266.1737,1275.5338,34944.1858,44815862.1041,1013.5388,1300667.6360,181.1669,231644.8843,8.0584,10329.6366,34900.1624,1014.6870,181.0976,34928.3600,1014.5726,181.2313
2022-12-24,1262.7554,1275.6460,34270.6541,43770778.7225,1022.1304,1306257.3383,181.0557,233435.6591,8.0971,10293.0369,34215.6737,1020.7468,181.0562,34339.1744,1024.1111,181.2067
2022-12-25,1259.5457,1271.0253,34314.9403,43495969.2336,1005.0447,1280089.4771,185.2522,238443.5476,8.1416,10303.3913,34282.3061,1003.9676,184.6601,34314.5771,1006.9195,185.5641
2022-12-26,1264.8775,1278.3671,34425.0460,44296740.5816,1000.7942,1280354.7314,186.8719,242849.6115,7.9703,10256.7716,34432.4598,998.9660,186.7518,34452.4989,1002.8780,187.2164
2022-12-27,1263.4882,1268.9171,35127.2798,44963737.8380,1025.4967,1310528.2536,185.7001,236580.4129,8.3259,10331.2722,35038.0218,1024.7920,185.9253,35152.3551,1025.3497,185.5868
2022-12-28,1255.4756,1270.2266,35454.2439,45438325.1895,1041.6003,1345833.7731,181.1595,235762.7554,8.4784,10806.3405,35376.6768,1037.8775,181.4376,35405.1225,1045.3856,181.3807
2022-12-29,1261.9007,1280.0421,35413.0324,45426079.8807,1040.5215,1326324.5236,180.0125,226128.8375,8.6484,10661.8250,35417.0714,1041.2055,180.2127,35401.6554,1040.7801,179.7643
2022-12-30,1260.0029,1268.3789,35467.1631,45271901.6050,1069.0550,1346809.5543,184.3665,235259.0536,8.6918,11086.4334,35432.3670,1066.8901,184.2790,35440.7002,1067.3872,184.2280
2022-12-31,1267.3111,1279.2366,34950.2226,44771231.1466,1051.4111,1349525.6654,185.2531,237893.0079,8.7212,11650.0815,34918.6986,1052.6391,184.9681,34999.0996,1053.9345,185.0595
2023-01-01,1258.0107,1271.2938,35420.4404,44982206.6469,1029.4431,1313893.0901,189.7727,243107.3623,8.5469,10860.3585,35422.0535,1031.6585,189.5286,35480.6268,1031.1761,189.6227
2023-01-02,1265.5560,1276.9795,35039.5592,45068732.0467,1037.0828,1344081.9485,188.7736,244729.5906,8.2153,10836.4943,35026.7486,1039.9555,188.7213,35203.9135,1035.9970,188.6224
2023-01-03,1259.9202,1282.5111,34422.3278,43619662.5876,1042.5879,1314321.0662,186.7824,234081.4102,8.3098,10589.6299,34403.7509,1043.6835,186.9738,34454.9859,1043.8910,186.6730
2023-01-04,1261.8707,1268.5957,33928.6568,43679882.7952,1047.0546,1356607.6817,187.7541,245241.4296,8.4406,11151.4842,33948.9883,1048.9471,188.0781,33990.9314,1048.8308,187.9572
2023-01-05,1266.5391,1283.9520,33783.8336,43426817.4890,1053.1109,1353486.1237,182.7959,235815.8239,8.5931,11088.3041,33778.4729,1052.6574,182.6962,33799.7772,1058.6780,182.8758
2023-01-06,1260.4650,1277.6910,32966.3564,42679665.2449,1046.4012,1329127.7269,181.6299,232049.6460,8.5414,10627.8345,32977.9371,1046.7778,181.2609,33001.2052,1049.8960,182.0064
2023-01-07,1257.4966,1267.0067,33059.3808,42004372.3443,1045.4244,1343251.4496,186.9518,239815.5881,8.5325,11104.4731,33040.7095,1043.2362,186.6994,33079.2590,1046.8730,187.5673
2023-01-08,1264.9979,1274.2216,33410.8224,42698789.4081,1062.8147,1352435.6457,183.7029,235324.7473,8.7297,11054.1210,33382.3761,1061.5621,183.6010,33486.3674,1065.3219,184.0704
2023-01-09,1259.3589,1273.8121,33261.7253,42167687.7628,1080.9258,1375343.5968,186.5919,235303.8993,8.6953,11322.0899,33206.5382,1078.9162,186.0279,33277.5556,1082.9750,186.5657
2023-01-10,1263.3273,1270.8476,33861.8114,43086229.7243,1083.5991,1365569.1877,186.0745,234978.7701,8.8963,11220.0415,33886.7336,1079.6260,186.3493,33941.9224,1085.3841,186.2378
2023-01-11,1264.1231,1275.5200,34137.4815,44095723.4767,1093.7536,1410952.9716,186.0717,240462.0500,8.5544,11318.5149,34154.5182,1089.0912,186.4313,34164.1001,1093.9886,186.6106
2023-01-12,1268.5231,1283.3386,35267.4552,45528014.8575,1121.4107,1450525.2899,186.1688,242058.6351,8.6892,10659.4477,35366.9878,1118.0438,186.5707,35218.1006,1128.4513,186.6747
2023-01-13,1267.8399,1282.0953,35574.4634,45641931.1139,1098.9114,1405178.2248,183.1736,236538.1600,8.8300,11304.4655,35627.8196,1097.7878,183.5039,35632.5047,1103.2714,183.2078
2023-01-14,1258.1336,1270.1734,35666.3550,45691155.6584,1094.5186,1401259.5834,180.3682,231099.9665,8.6103,10694.3552,35678.8797,1090.1355,180.6476,35684.6973,1094.7117,180.5187
2023-01-15,1267.4574,1285.7341,36170.6335,46788292.0212,1122.7150,1457919.0697,180.8560,232696.4033,8.8429,11667.5721,36125.4885,1118.7003,181.1728,36149.2769,1121.0617,180.5832
2023-01-16,1266.7981,1278.1252,36296.4128,46717260.4818,1130.2196,1471686.2643,178.5584,232018.6883,8.9449,11622.7922,36215.8386,1127.0233,178.7154,36237.9195,1129.7522,178.1417
2023-01-17,1257.4023,1270.1997,36181.9038,45969421.8545,1121.0409,1417872.0464,176.6743,219677.6866,9.0943,11523.9354,36154.5568,1122.0214,176.7349,36182.5405,1119.4987,176.1342
2023-01-18,1263.7312,1270.9462,36182.4536,46101479.6416,1126.5350,1433787.7401,180.7987,231070.3758,9.0620,11503.9503,36203.9097,1127.1417,180.9081,36149.0816,1126.0014,180.9185
2023-01-19,1265.8064,1274.7509,36292.5260,47012687.9138,1128.1433,1471242.1669,183.0185,231325.0189,9.0913,11840.3452,36301.3825,1126.6840,183.4232,36360.5557,1127.7671,183.0131
2023-01-20,1268.0252,1281.3216,36264.5303,46727172.9297,1125.4244,1466571.0328,182.7515,237494.5290,8.9801,11584.6635,36308.2537,1126.6179,182.8926,36245.4847,1124.3902,183.1023
2023-01-21,1264.3485,1279.4617,36502.0132,47284216.4969,1134.2519,1462381.6667,181.7300,232519.9547,8.8318,10994.2217,36467.1101,1134.2661,181.8710,36444.6708,1133.8607,182.1888
2023-01-22,1263.6187,1272.3296,36287.8427,46304836.0222,1121.1482,1408440.3586,180.7795,228430.3399,8.7633,10853.9222,36201.6865,1123.5158,180.9686,36198.9006,1119.4486,181.2255
2023-01-23,1264.1909,1277.9495,36232.4147,46520744.5251,1101.6209,1388959.7349,175.8781,219465.6522,8.6706,10829.3359,36171.7927,1101.5258,176.0084,36144.7324,1104.6136,176.0862
2023-01-24,1263.2825,1276.8740,36104.7957,45684247.1807,1109.7171,1398440.2781,172.5894,215360.0553,8.5070,11208.8151,35992.8872,1111.6874,173.0429,36124.1324,1114.0735,172.9094
2023-01-25,1270.3242,1278.9484,35544.2204,45919884.9334,1089.6586,1406744.6934,173.3419,223611.5696,8.7167,11466.0566,35489.8312,1090.7887,173.8703,35581.3830,1093.0765,173.3601
2023-01-26,1263.2763,1274.7851,35403.3651,45596743.9192,1106.5721,1438961.4621,170.0296,222945.2599,8.7702,11059.3702,35391.7574,1107.5380,170.7273,35367.4036,1111.1828,169.9468
2023-01-27,1261.4691,1276.9002,35218.6045,45151223.0649,1120.6971,1429665.3606,173.0199,222240.0060,8.8228,11450.6101,35160.5964,1125.0366,173.3025,35217.8094,1124.7183,172.8753
2023-01-28,1265.8803,1275.1082,34753.5127,44851752.5299,1138.3269,1478430.9333,169.5360,223582.1967,9.1053,11819.5097,34750.2231,1139.1537,169.8343,34745.9900,1139.0603,169.4943
2023-01-29,1270.0769,1287.4652,34675.2631,44888302.0672,1136.7702,1470806.9793,170.8626,220601.3209,8.8033,11500.2181,34662.7981,1135.4250,171.1051,34686.8953,1137.5886,171.2882
2023-01-30,1265.2257,1278.7808,34634.6547,43731734.8536,1121.7310,1397553.5071,171.3560,215366.9995,9.1873,11943.6839,34612.9176,1122.3446,171.7887,34659.8221,1120.9200,171.5347
2023-01-31,1267.0816,1280.0599,34465.4610,44568697.0314,1131.5561,1459790.4515,171.5065,220821.5496,8.9012,11319.1272,34449.0367,1132.4458,171.5136,34415.9638,1131.0583,171.8656
2023-02-01,1264.8336,1272.1922,34231.9613,44185579.3496,1148.1229,1471606.8146,168.9190,218428.6803,8.7464,11227.0794,34190.5981,1147.3109,169.1222,34274.4149,1146.6366,169.0327
2023-02-02,1263.1738,1274.2958,33887.9943,43579198.9990,1135.5162,1460343.1656,167.8970,214357.3108,8.6823,11478.3425,33922.1209,1133.6155,167.8415,33896.8730,1133.8376,167.8892
2023-02-03,1266.2064,1280.1725,34139.6139,43847224.1666,1126.0418,1462840.4081,171.2412,224476.0389,8.7387,11591.2686,34186.4852,1125.5160,171.7279,34191.1596,1125.9269,171.7259
2023-02-04,1271.9386,1283.4509,33605.3085,43398614.0167,1141.6586,1458980.8247,168.0157,215699.1696,8.9684,11366.0192,33605.2254,1141.9315,168.6601,33703.3213,1145.3704,168.5013
2023-02-05,1261.8581,1277.1141,33683.0438,42994858.1597,1145.4772,1443222.1529,162.7392,206323.6708,8.7842,11552.2561,33742.4198,1144.9195,163.2156,33790.0863,1148.9771,162.8222
2023-02-06,1266.3540,1281.4165,33891.1419,42996570.8930,1168.2501,1472605.9311,161.7558,203045.1067,9.1078,11409.9071,33873.6320,1169.6102,161.9322,33968.6895,1172.3872,161.8587
2023-02-07,1268.4791,1284.4142,34195.9978,44305567.6516,1156.2554,1500379.7506,160.9313,213204.5465,9.5194,12432.5818,34164.4425,1156.4185,161.0967,34253.8222,1160.1061,161.2524
2023-02-08,1265.9564,1286.8109,34688.2506,44805347.8859,1169.4687,1514373.0032,163.6548,211603.7213,9.3617,11802.3802,34710.1805,1168.0639,163.5621,34741.2426,1171.4080,163.6718
2023-02-09,1262.4598,1280.9664,35017.8147,45028268.2348,1169.2049,1506333.2476,160.8372,207540.3705,9.1648,11540.3500,35133.3123,1167.8035,160.8944,35024.2746,1167.4580,161.2569
2023-02-10,1267.3808,1282.4515,35032.8194,45389062.8519,1147.6292,1485245.7484,158.0309,204615.9010,9.1225,11703.0546,35083.6231,1148.7768,158.4128,35006.1484,1148.7508,158.4987
2023-02-11,1267.0662,1280.7993,34867.8993,44319416.0666,1169.0563,1472761.8014,155.4184,194532.8858,9.3984,11855.7899,34879.1981,1170.3161,155.8183,34842.8155,1168.5527,155.6444
2023-02-12,1264.6708,1280.0376,35359.0656,45300344.7489,1141.7663,1468875.6864,159.8984,206079.3111,9.0601,11545.7131,35356.1044,1144.4098,159.9745,35302.9466,1143.9442,160.0479
2023-02-13,1270.3066,1282.7241,35462.3902,45728789.0589,1134.0731,1459834.5936,161.9955,208589.1257,9.1279,11609.5222,35471.9195,1134.7801,162.0948,35486.9091,1136.3451,161.8772
2023-02-14,1267.3477,1287.3805,35019.8288,44954077.1875,1113.9804,1430805.3662,161.6603,207524.7304,9.5488,12181.4089,34950.5426,1112.0228,162.0170,34969.0568,1117.3623,161.3452
2023-02-15,1264.8582,1279.8157,34836.2989,44704995.1827,1090.9163,1403231.9913,162.0372,208788.0835,9.7435,12858.3855,34749.9252,1091.3645,161.9822,34772.0755,1090.7313,161.6670
2023-02-16,1260.6465,1273.1853,34306.0225,44264821.0847,1093.1635,1403700.6878,161.8965,204290.5761,9.3933,12048.9666,34244.0840,1093.2707,161.6709,34351.0594,1093.5762,161.6254
2023-02-17,1267.4852,1276.9745,34515.4216,44266324.6148,1105.1408,1421267.5044,159.4709,202906.6591,9.7588,12759.0368,34472.1309,1103.8155,159.2930,34548.4187,1106.8279,159.4359
2023-02-18,1269.7960,1287.7187,34666.9727,44449782.3877,1098.0206,1417152.8002,156.4101,201300.2906,9.8502,12857.4745,34686.4641,1096.1198,156.4759,34608.3666,1100.0324,156.6575
2023-02-19,1268.6662,1289.3219,35048.7588,44806989.8353,1107.6838,1415692.1140,159.1454,195786.1663,10.1337,12529.7572,35096.5451,1108.1547,159.7360,34961.4105,1105.3727,159.3429
2023-02-20,1268.3518,1274.8740,34937.0983,44937483.4783,1117.0450,1438367.1114,161.9190,209191.6653,9.8756,12935.6332,35023.8597,1116.1738,162.3294,34836.2933,1115.7419,162.1003
2023-02-21,1264.7198,1284.6175,35532.3580,45363852.9946,1140.3769,1459589.4853,166.4820,212731.7568,10.1082,12734.2542,35545.8676,1139.6246,166.4521,35490.2651,1144.6094,166.4524
2023-02-22,1274.2305,1291.1240,35872.7483,46158764.5154,1111.5914,1433679.2178,169.0494,217538.1975,10.1677,13692.2875,35896.9255,1112.2692,168.9324,35758.1130,1115.5238,168.9952
2023-02-23,1269.4595,1282.6666,36260.5980,46663535.9880,1117.3296,1442710.1203,168.9423,221282.0446,10.3220,12820.9466,36275.9699,1116.2411,169.0289,36246.0117,1118.5963,168.8367
2023-02-24,1260.6281,1273.3469,36500.1858,46697798.9485,1146.4887,1455581.7782,167.9574,213605.0814,9.8897,12669.1251,36475.1945,1144.8657,168.1712,36536.3857,1144.3509,168.0392
2023-02-25,1266.8399,1279.3235,36525.0231,47314963.5764,1158.5930,1504454.7591,168.0462,216254.2411,9.9830,12900.0374,36482.1772,1155.6640,168.2894,36560.0920,1157.5995,168.1928
2023-02-26,1263.6682,1275.6762,36295.6776,46835825.6287,1147.0357,1501268.0223,171.2527,225514.4105,9.7765,12817.7208,36211.4474,1145.3745,171.5646,36286.6020,1145.0780,171.3266
2023-02-27,1266.1447,1275.0665,35947.3694,46235904.9600,1158.9824,1491273.1203,172.6759,220283.3575,9.7703,12598.9481,35885.4588,1158.7638,172.8451,35981.1225,1159.2196,172.7011
2023-02-28,1266.8641,1279.0994,36249.0607,46583181.9201,1153.0056,1465209.5510,173.6025,218577.1645,10.2240,13146.2413,36206.7005,1153.1843,173.6482,36274.8214,1154.8577,173.7209
2023-03-01,1275.7077,1282.6967,35982.1149,46463890.0806,1156.6561,1508873.6091,173.8518,227020.4121,10.0820,13003.3385,35924.8895,1155.1801,173.9915,35940.6074,1159.6453,174.0456
2023-03-02,1264.6197,1276.6492,35595.3041,45686876.3910,1151.1083,1468664.6561,174.4527,221443.1751,9.8750,12312.3821,35504.8796,1148.7833,174.6654,35556.1039,1153.8839,174.4008
2023-03-03,1261.9750,1269.5901,35219.4856,44957630.1441,1168.5997,1520666.8333,171.6345,221761.7218,10.2122,13351.5897,35143.9518,1170.2908,171.7465,35206.2098,1167.1539,171.6810
2023-03-04,1263.1829,1274.3982,35459.3693,45020254.8088,1164.8623,1495951.0369,177.2706,224994.6522,10.4790,13632.0729,35371.9907,1165.7515,177.0265,35483.4910,1163.2151,177.2154
